ID_UNIQUE,DDS_DATE_CREATION,LOC_LONG,LOC_LAT,ACTI_NOM_KEY
906531072103591000,2017-09-09T09:53:44,-80.75286,28.353445,10
907247733031030000,2017-09-11T09:21:30,-80.2208,25.852495,10
907273785983868000,2017-09-11T11:05:01,-82.4646,27.9709,10
907417618604228000,2017-09-11T20:36:33,-85.72333,30.139061,10
907067365258653000,2017-09-10T21:24:47,-81.3758,28.5335,10
907193045967413000,2017-09-11T05:44:11,-81.9489,26.643686,10
907068788172054000,2017-09-10T21:30:26,-82.3586,28.0682,10
905131202604093000,2017-09-05T13:11:09,-84.2126,30.460686,10
906681780345991000,2017-09-09T19:52:36,-82.519394,27.370136,10
906619197811294000,2017-09-09T15:43:55,-81.3961,30.2841,10
910066219935399000,2017-09-19T04:01:09,-82.805244,27.869778,10
906376106923749000,2017-09-08T23:37:58,-80.6319,28.115,10
907347608678682000,2017-09-11T15:58:22,-81.37923,28.542145,10
907080447062147000,2017-09-10T22:16:45,-83.804474,27.698683,10
905440983973801000,2017-09-06T09:42:07,-80.28722,25.81801,10
906523311731077000,2017-09-09T09:22:54,-81.256805,28.557877,10
906238692150439000,2017-09-08T14:31:55,-80.14917,26.150368,10
905155825521610000,2017-09-05T14:49:00,-82.160866,29.120222,10
913212569191616000,2017-09-27T20:23:37,-81.2525,28.875278,10
907648236961243000,2017-09-12T11:52:57,-80.23341,25.729795,10
906241319118532000,2017-09-08T14:42:22,-81.65,30.33,10
906698638453342000,2017-09-09T20:59:35,-82.6794,27.7706,10
910112972353232000,2017-09-19T07:06:56,-80.1467,25.9339,10
905414976436932000,2017-09-06T07:58:46,-81.6534,30.32633,10
907015985890304000,2017-09-10T18:00:37,-83.804474,27.698683,10
905926429354983000,2017-09-07T17:51:06,-81.63167,28.133333,10
904683131881615000,2017-09-04T07:30:41,-80.1262,26.1532,10
905205508117811000,2017-09-05T18:06:25,-80.2945,25.741234,10
906243221155700000,2017-09-08T14:49:55,-82.68176,28.180845,10
905961314119553000,2017-09-07T20:09:43,-80.58,27.7,10
905893022948179000,2017-09-07T15:38:22,-80.18638,25.80908,10
907050192893079000,2017-09-10T20:16:32,-80.19348,27.154789,10
906737059997646000,2017-09-09T23:32:16,-80.27729,25.71338,10
906330215856648000,2017-09-08T20:35:36,-82.442696,27.996595,10
910919063093874000,2017-09-21T12:30:03,-80.44,25.67,10
